,Score,Sentiment
8810,0,@Marshalus StatusNotifier doesn't work. 
8811,4,@jonlim hahaha you're probably right.  Ignorance is probably bliss in this case.  
8812,4,We had a few of them as well as little birds coming over on our balcony for breakfast every morning  Bliss
8813,4,got back from visiting relatives...time to watch a movie 
8814,4,@BUS142 we're both good  how's you &amp; the gorgeous little Hunter?
8815,4,"@JMatthewFlyzik http://twitpic.com/6dv96 - alex is such a hottie face  seriously :L but i stil thik zack is a major babe  and jack,  ..."
8816,4,Ditto. Goodnight 
8817,4,@Eat_Real you call him an eating machine! hehehe I will be delighted to have you over 
8818,4,@itsbabylb no we didn't meet her but yeah we got them from the box office  legit BEST show ever. EVER
8819,0,Studying For Exams 
8820,0,@westhgate Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml
8821,0,"@pm4girls tried to DM you about this, but can't cause you're not following me "
8822,4,@CandyMaize its ok..i was kinda feeling ignored anyway  And its sunday arvo 330pm. Going out for Lunch &amp; WINE!
8823,0,@meesterbob I'm sorry Meesterbob  Anything we can do to cheer you up?
8824,0,"Sister's Birthday Party yoday. Today was our last  Monday of 6th Grade. Thursday is our final day. Sadly, Tuesday is my last day at WGFS "
8825,4,out with Macinac.. he just got a bathhh 
8826,0,@skirby1486 I work like a slave so I be missing all these updates 
8827,0,@peterfacinelli this is so not fair!!!!! mt tv doesnt get the channel that Nurse Jackie is on 
8828,4,"@metagaming Hum okay, not sure I understand what you mean  It's pretty simple I think, have you looked at it?"
8829,0,doesn't want to go to work 
8830,0,"@KCL1976 Great, now you can't come to Canada well maybe after 5 years you can apply to be allowed  FUCK this SUCKS @clipperkid747 @DaRave"
8831,0,I want that Super Card 
8832,4,@spudcheyne i've always wanted a moped. and i want to party it up with you. 
8833,0,@ericturk : haha! Hi darling! I have no clue what to do  how are you?
8834,0,"@LittleHome black and white, clean and simple - i dont know "
8835,4,Making some naked manicotti  yum and cheesy!
8836,4,new background... 
8837,0,Is it true that Chrysler is going to be making only small cars now 
8838,0,I just feel so....meh 
8839,0,I lost the doofa so i cannit put big brother on 
8840,4,"yesterday was the first day i ever wore a bikini in my life. i felt so confident, it was amazing. going swimming again  "
8841,0,@comcastcares just caught wind of the Comcast/Time Warner online portal plans. I pitched the same idea to my company an got shot down 
8842,0,"awake, not by choice, and im ab to start studying... too bad econ didnt take the week off "
8843,0,niley really are adorable together 
8844,4,@tonybarrell  I  survived a year in an inner city 90% black school in Kansas City at 16...I can deal   Worth going???
8845,4,",:Mother, Happy Mother's Day.... and to all Mom's there......  God Bless yhaw all... ?"
8846,0,"@danalar dont think they are doin another this yr thou   if its a arena tour thinkin newcastle, glasgow and manchester. x"
8847,4,@meebo Can't wait for your iPhone app! I resisted buying one in the hope you guys would finally make one. I was starting to lose hope! 
8848,4,@CoolassKevin get me sum 
8849,0,"@blindcripple Only a week, it went very fast "
8850,0,"@sarahlarson WHAT?! Holy shit, I'm sorry honey "
8851,0,bring the hot weather back! 
8852,4,@PICTOM only write what I feel.  &amp; hopefully  u feel me..
8853,4,@gone2dmb i know!! i just posted on laurens fb...8:00 sounds like FOREVER! i've missed you guys lately. nice to see ya! 
8854,4,@squampton liking the new site....much better compared to the previous one  #sake #japan #jsoc
8855,4,Wishing Mariah Carey would come back to Sydney.. Love ya girl. 
8856,0,@theBrandiCyrus  That's Is sad  I Miss Miley too
8857,4,@amitoodeep awwwwww thanks 
8858,0,ugh!!! i hate being grounded!!!!!! and my mother is being sooo retarded!  AHHHHHHHHHHHHHHHHHHHHHH
8859,0,Temperatures will go up during the rest of the week here in Lisbon. I can't sleep properly now.. How will I sleep in the next days?? 
8860,4,whats everyone up to today??? i hope your all doing well 
8861,0,@jakewoodmusic i can't make it 
8862,0,Oh I did mean BST but will be late as stuck in traffic - it's raining here 
8863,4,@artagnon thanks dude 
8864,0,Sad that my bestie went back 2 Atl 2day... Im so depressed... Goin 2 sleep tweeties.. 
8865,0,with lu and stav.. and i have to get picked up 30 min  Beat ilhan on bubbles.. !! ahhaha
8866,4,goodnight twitters. 
8867,4,@AdrianneCurry  there is a font on the internet that can do that. I had it for my wedding invites. 
8868,0,#twhirl is suffering epic lag 
8869,4,@ashleyrae92 Nope looks fine to me 
8870,4,@joaosolution welcome JB! 
8871,0,@thepixiepop  no worries...this girl knows how special your car is to you. Your poor car 
8872,0,@clairekennedyy  ahhh no i just txted you 
8873,0,"Ah, sick at work.  And what I really want is hot chocolate and my x-box.  "
8874,0,has severe writers block 
8875,0,"Just said goodbye to one of my housemates for a good long while: TENDER  Tending to another housemate now, who has hilarious concussion."
8876,4,@ComplicatedMama Well if you have four..it is definitely a collection 
8877,4,no body church can save us from bancrote 
8878,0,AHA!!!!! tha ugly police is followin me. woww im lowkey offened..is im ugly? 
8879,4,"@AshleyLTMSYF Aww, sounds like fun "
8880,0,Sorry bethy 
8881,0,Cant wait to see my man.... I miss him 
8882,4,Beach tomorrow... I hope 
8883,0,"@zwizki fuck, I'm sorry that happened "
8884,0,Why am I still up? Oh wait. THANKS CHRIS.  THANKS A LOT.
8885,4,"@ENews i LOVE The Jonas Brothers!, i'm going to see them in wembly on 15th June!  we get so excited when we hear their in England!"
8886,0,"Effing Kill Screen, man! #wiebe "
8887,4,@ShabazzMgmtGrp don't forget the &quot;space&quot; before the @(name) or they won't see it 
8888,0,barely learned the &quot;abc alphabet song&quot; is really a parody of &quot;twinkle twinkle lil star&quot;  pretty mind blowing for me...nobody ever told me 
8889,0,I'm so pissed at Kain for turning against Cecil. Ugh. Kain was my favorite person at the beginning. What a douche 
8890,4,sittin at home watchin monster in-law waitin for pizza.. yum yum 
8891,0,time to work 
8892,0,"Text from @snowhite197: couldn't find it  [redacted's] parents really, REALLY need to mow the lawn.  Lol!"
8893,0,@MinaRawr well this is true..  sorry love. You need to come stay with me ;D @Thfanvee woot woot!
8894,0,@Lancerman123 i missed you too.  but i thought of you *winks*
8895,0,"whenever you sign up for a free account on a website, it should just log you in right away instead of requiring confirmation. "
8896,0,Is Spill.com having website problems again?  Stupid Ning.
8897,4,"Oh, thank you so much @MetalRockss. That means a lot to me!  I hope you have had a nice &amp; dry day."
8898,0,Lost all my phone numbers cuz my SIM card went bad  
8899,0,So much for running outside like I thought I was going to  looks like the treadmill will have to do for today....thanks a lot rain
8900,0,@eightlab where's my lie in? I'm off today and have been up for hours 
8901,4,@Coldplayer94 @EmmaHerdman Thank you 
8902,4,@Nany710 ly too dudieeee  q hacees?
8903,0,We just got in from our midnight dig walk. So nice. It's scary to know that rapes have been taking place so close to here 
8904,4,@gabisaur do you like doritos? the only thing nice here is the chips  but i like your picture rs
8905,0,@dannywood have a great show danny!! 21 days till i see ya guys. no 5* though  you can hook a girl up though ;) i wont mind 
8906,4,@ddelpino96 CUAL VIDEOO!!??  love you too. ;)
8907,0,&lt;~~~~ is sorry she went out n forgot to make soup 4 ian 
8908,0,is getting ready to say goodbye to my seniors!!! what a sad day it will be 
8909,4,"@LaRees Doesn't get much better than that, huh?  By the bye, two thumbs up on http://couplajerks.com.  Well done "
8910,0,"Rain, rain everywhere...but here "
8911,0,Feeling lazy today 
8912,4,can't wait for day with super cute coworker!  (That's tomorrow. He's keeping me company tonight via text)
8913,4,pool hopping... then warming up by the fire 
8914,0,I never seem to have any time anymore. 
8915,0,@beyondmany 
8916,4,"@Collin_wolfboy *goes to freezer and pulls out 5lt tub of ice cream* now i know how much jake eats, so i might give u the tub and a spoon "
8917,4,"feel like having a cup of hot Milo, and is having one right now "
8918,4,@laneybellesmama yeah I know -- my kids will be playing in a cardboard box   #jk8
8919,4,@ddlovato woot woot  haha. guess what? in five days its my birthday... exciting right?  the big 1-8
8920,4,@littlewillow I believe in putting your dreams out there in the universe! I hope it happens for you!!!  
8921,0,"I got some BAD news. Can't sleep, can't think straight...man, I just wanna run away right now. I need to go somewhere asap.  "
8922,0,Still at work.....had to manually calculate and now enter everything that usually would be there if our cell dyn had been working 
8923,0,is working late tonight 
8924,0,school will start tom. gaah!  they're not my classmates (
8925,4,Fake fake fake. FYL. I need a drink. 
8926,4,loved the BRITNEY SPEARS concert!!! Going again tonight  come party at ULTRA 88 later!!!!!
8927,4,@emilyjane_elrod you should go to the masquerade tonight 
8928,4,"honestly,I don't love pink that much.But I do like it at times "
8929,0,Not Fair!!!!!!!  realtiy stinks!!!! x gonna go cry now :'( xxx
8930,4,ready to get off and par-tay!!!!!! 
8931,0,@sujinann oh i love pushing daisies!! too bad it got canceled  AND they didnt even finish the story.
8932,0,Working in Toledo.. 
8933,4,@nicolerichie the mall is open on sundays 
8934,4,Fantastic! I think we should start doing more voluntary redesigns  http://www.dustincurtis.com awesome (via @nickwichman)
8935,0,Might take a nap. Not feeling too good. Want to get out 
8936,0,"I've had the most hectic day: meetings, organising flights, trying to organise insurance to go overseas, catching up. No exams != no work "
8937,0,watching the last few episodes of Moonlight.. another series I'm almost finished watching ... just wish the series didn't end 
8938,4,"@mnrmg hmm, depends on who it is "
8939,4,@milagro88 ohhh it's good! Got to load a whack of pics on facebook... maybe tomorrow... but now I need to sleep  xo Nighty night friend!
8940,0,Having dinner and watching Lenos last show 
8941,4,addicted to twitter! still getting the hang of somethings but its gud 
8942,4,Watching the Google Wave presentation at http://wave.google.com/ -- they use a Firefly quote as an error message. Win 
8943,0,Also: I am a fatass. 
8944,4,it's raining again!! -and so it is 
8945,4,@Chanfa This is why cars beat the subway evertime 
8946,4,O-M-G I can't believe its friday nite n I haven't had a drink yet 
8947,0,More of PoliceState Britain: http://tinyurl.com/cc7oge  #policestate
8948,0,I want to change my picture!!!... But I don't have appropriate thing. 
8949,4,@MidNight_Black hey there good morning to u 
8950,4,Montreal is cooool. you know why ? because there is shopping everywhere you go. I LOVE IT  girl day today.. out in montreal with bianca
8951,4,"@nyproperty4sale J, Good evening. How did that go ?  Steven"
8952,4,"twitter, twitter, pumpkin eater "
8953,0,People on the Air France flight 447 were texting there friends and families saying 'I'm afraid' and 'I love you' before it vanished..  
8954,4,@zeryck Goodnight ! 
8955,4,@PinkElephant73 Well I just have to hold out for a little bit longer and I'm there!!! 
8956,4,I am very excited about my new purchases and hitting the farmer's market today with Joseph. 
8957,4,Off to work. Dropping off my favorite son!!! 
8958,4,"@paintgranny oh dear, will you punish them all til one owns up like they did in primary school? "
8959,4,Good night y'all 
8960,0,getting ready for work!  There's no messin around... Got off the ship yest. n back into work today! 
8961,0,Have to be up in less than 3 hours - afraid to go to sleep 
8962,0,@jesse371 heck yes!! it will be my last time out before summer  at least its a very special occasion though!
8963,4,@COecobroker And I still recall how helpful you were way back when as I struggled on an AR contest question...  
8964,4,"@jaithemon Nope. If you find out how, let me know "
8965,0,"Sorry I missed the chat, sicker than a drowned kat this week... "
8966,4,Good Morning... Let The Stress Begin.... 
8967,4,@NikkiWashington You too! God bless 
8968,0,@mizzpink watch out - all the friendly twitterers will now tell us how sunny it is where they are. We just have rain 
8969,4,@JasonSchuyler I am glad that you have found your place to be  All people need to find such a place...
8970,4,GIPHTed 
8971,0,hope I aced that midterm  econ final tomorrow.
8972,4,@Porfix Thank you 
8973,0,"@nmseq  so sorry about your eye ulcer  is there anything that can be used to help, like a salve or drops? or warm compress? *hugs*"
8974,4,"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow "
8975,0,"Accessing on cell &amp; got a no server access  But, its cool now!"
8976,0,pizza and a movie with my real life Rory and Lorelai Gilmore...love them and can't believe it's time to go home 
8977,0,Banging headache = bad times 
8978,0,@DZadriana lucky...i wanna watch tv during the day 
8979,0,@spillow11 lol ur fathers day update is just like mine  almost
8980,4,trying to sort things out with joseph and ugh beth is just getting in the way and distracting me 
8981,0,my foot itches. 
8982,4,I hate when I forget to take off my make up. Thank goodness for baby wipes 
8983,4,Will be going to Malacca for wedding tomorrow in a blue car 
8984,0,Can't spell 
8985,4,just got down working at graduation... turned out good... have to be back at 8 in the am to break down... oh joy 
8986,4,Going to sleep to the fall out boy discography. Good night. 
8987,4,"@Bre_0  I lovez teh animes.  For your light novel needs, google up baka-tsuki!"
8988,4,is hanging with niyia piyia on my off day 
8989,0,Getting ready for Sweden today (leave tomorrow) and have to do some office work before even thinking of writing #trancetuesday post 
8990,4,Hey hey it's Friday 
8991,4,Heading to Vancouver BC .. The weather is so nice today.. It's going to be a fun drive  #fb
8992,4,"@jawar thanks for that good piece of tip, I already do that once in a while "
8993,0,sometimes i wish things could go back to the way they were the beginning of last summer 
8994,0,@arathael 
8995,0,I ate an entire chipotle burrito. I feel like I need to vomit... I'm so bloated!  
8996,4,"ooooooo anyone in sheffield feel free to come to see our play! Hitchhikers guide to the Galaxy, 21st, 22nd, 23rd april  The Hubs! Marvin"
8997,4,me mum dave &amp; james are finally cleaning the pool &amp; re-filling it  YAY then going down to the track to ride for a bit ..I LOVE YOU GUYS! ?
8998,0,Urghh I Hate Homework! Head-Ache Now... I Give Up........ GCSE Maths Exam In 22 Days 
8999,0,If the suspects actually killed (or didn't) #VictoriaStafford why don't they tell police where she is? I don't get it 
9000,4,@mtcoffinz Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
9001,0,DRAKE! And cue tears 
9002,4,DDDDIIIIIIVVVVVVEEEEERRRRRRSSSSSSIIIIIITTTTTTTYYYYYY! Im so freakin glad that Susan Boyle didnt win 
9003,0,@yvvvv jij was weg  sorry chica.....
9004,4,@YoungQ thanx Rob. we all give eachother the strenght we need to go on. bless you 
9005,4,Jst found out Rooney Scored for Englad woohoo! Still at besties house in Conroe watching US&amp;Mexico games 
9006,0,"I â¥ &quot;successfully posted your tweet&quot; sentence  and I hate the milk my mom had bought for me  sorry mom, you just bought the wrong milk"
9007,4,Feeling so messy just now. Felt better aft talking to Amber.  Thanks ! ^^ I know what to do alrdy.
9008,4,Check this new shoe blog out! You can rate shoes. http://tinyurl.com/pvnxto Sign up is Free!! Thanks for looking! Please Join its free 
9009,4,Thanks to everyone who came... 
9010,4,just met someone really fun 
9011,0,Why am I so nosey to read all the EMS applications filled out by people?  Hahah 
9012,4,Just had a much needed chat with a friend i greatly admire!! 
9013,0,@MarielMendoza ive been good! i dont even see you on campus!  how have you been? miss you!
9014,0,yay! mikey's getting me food from in and out. too bad tonights going to be filled with studying. 
9015,0,I had trouble sleeping last night.. Why.. I don't know! But I'm awake now and I am loosing my voice  like WTF.
9016,0,I thought I did 
9017,0,Bout to lay down and watch a movie...not a good day 
9018,4,having a great night 
9019,4,@candicotton That's a very special date... that's my niece's birthday! 
9020,4,"@Stoo182 its jst bamboo, it says on the tag &quot;add some luck and a touch of oriental mysticism to your home&quot; sounds gd 2 me "
9021,4,"@MissShonah It looks impressive, lots of nice fresh air too! "
9022,4,waiting for the bus and listening to the subways  .
9023,4,Finally picked up my delivery of The Sims 3 and my new RAM 
9024,4,"I hope it snows,,   quarintine is so fun,, i hav no school "
9025,4,@carlaloo Let's chika. Is FRING a good app for Nokia E71? Anyone? 
9026,0,@sinfulsignorita covertly photographed one... and actually am having exams so i get just enough time to write things up and reply 
9027,0,@JessieJaide i dont have that on my laptop  if you have it on cd take it to dance and i will make it for you
9028,0,major change at work 2morrow! not sure if i like it. goodbye ITB! i just signed a contract that chain my feet 2 my desk last friday 
9029,4,@andrewhuntre thanks. what else should i do at 3am but obsess over aretha franklin!  
9030,0,i hate that when big brother is on the whole of the channel 4 network (E4 in specific) changes and cancels shows for big brother 
9031,4,"@DrewAtHitFix Yeah, but that's only cause your kid isn't 12 yet... bwahahahahaha!  "
9032,0,"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite "
9033,4,I make a dvd .. I look today 
9034,4,"@m_dunn aw, congrats sir! i'm sure everything was lovely, have a great time! "
9035,4,@CheesyCaro urgh lucky! our last day is wednesday :/ but at least we only have 3 days left 
9036,0,"Just noticed, I'll most likely be in Valentine when the Jonases are in Omaha. Too bad It's like eight hour drive. "
9037,0,Now time to clean the boys? Then I'm thinking nap to combat this headache  gonna watch Twilight after dinner
9038,4,"got some good leads yesterday, prescreen interview on Tuesday, another w a recruiter and then my old co. was apparently asking about me "
9039,0,"I have several rivers of chocolate where innocent eggs once were, I hope it wasn't a painful journey for them as I feel very guilty!!  x"
9040,4,"@lx_0l I dont judge, im still buying because i said i would ;) still think you're a complete moron though "
9041,0,@Carm823 I don't know what i'm saying anymore 
9042,0,"@nashmeg ouch, the amount of times i've been 'kicked' by you megan nash "
9043,4,@Sethhs23 @purplefangs awe game's team 
9044,4,18 baaaby!! eventually !  all sorted for prom now so i can chill and enjoy the sun!! 
9045,0,Jonathan Burrier is pretty much the cruelest person I know 
9046,0,@Ipodtouchcam me nither 
9047,0,watching wrestling .. knowing mr. kennedy will not be there 
9048,0,"@voluptuouspanic and re: Journey, I KNOW!!! Love the song, love the recognition for a fun song but it's starting to get old... "
9049,4,Happy *I don't have to do anything* Day to all the moms out there 
9050,0,last night sucked... too many bad dreams about spiders and rogue octupi 
9051,4,@just_ma well that is a very good question...one that i have no answer to at this time.  but i will keep u posted! xo
9052,0,"Getting ready to go out in early morning service!!! And parents come back from london today, so the parties must cease.... "
9053,4,@souljaboytellem 
9054,4,Thanks every1 4 all the #FF love!!! I have a lot 2do 2day but I promise I will return it!!! 
9055,0,i just burnt myself checking my epic dinner i just cooked 
9056,4,"mass putttttY  yeah brandon and xavi, I bust, i know. HAHA"
9057,4,@kneeekole Hope to talk to you soon on the phone too!  Miss yah 
9058,4,@gonzalocordova Happy Monday to you!!!  Sending smiles ....!
9059,0,"The only song I can honestly study to is right here in your arms lol, I can't study with rap music "
9060,4,@SamBam911 - Great choice! I love that cut.. You got OK taste yourself... 
9061,0,@itsmarquez i am not there 
9062,0,cannot sleep... 
9063,4,"And this is my Update # 300 , YAY "
9064,0,I wonder where Jenna is. She hasn't talked since Lindsay left. Maybe she doesn't love me! 
9065,0,free girl talk and lupe concert at my school..too bad they wouldnt let me and my friends in cause it was full  lamee...
9066,0,Don't....wanna....get....up!!! 
9067,4,Graduating today  Sitting at Medow Brooke hearing honors being given! yay! congrats to me!!
9068,4,Powerpuff girls Z Ã© legal! 
9069,0, &quot;Try to turn on my tv to get you out of my head. I've got this feeling inside that I just won't admit...&quot; (that is literally how I feel)
9070,4,@cwcrawley @wezmaynard - thanks for the explanation! I'll look into it ! 
9071,4,"says laptop cooling fan approve, doesn't make ace too hot  http://plurk.com/p/z2623"
9072,4,"Woke 07:23 to a rain-teem hard at work, now taking an extended break under two layers of patchwork clouds, not warm, not cold, not windy "
9073,0,So Darrell Hammond is finally leaving SNL...your multitude of impersonations will be missed 
9074,4,"@maddisondesigns yea im thinking about holdin on a wee while - see what happens  - no rush, I would like my current contract to end first!"
9075,0,@STARBUXHD I'm guessing nobody believes you....    
9076,0,@brasseye oh no! That's terrible. Condolences 
9077,4,"@moburns67  sure sure, we all know you wanted to make a one-eyed open mouth face...  "
9078,4,"@pennydist heh, it seems @supersonicfest are going as well. @supersonicfest can we talk?  unconvention  i'm a good man with smiley face!"
9079,0,"I really want a shot of flaming sambuca, but I'm not allowed to start fires in the flat "
9080,0,@fiftyfirstjens  i hope not
9081,4,yero &amp; curly friends for lunch ... yayyy 
9082,0,Just got back from a fun-filled day of not buying a lamborghini...  
9083,4,The new palm pre phone looks quite impressive! But I like my g1 
9084,0,@laurentrisler Yeah. That one didn't work either... 
9085,0,@feiticeira right? I'm really not about the social networking aspect. I've been sucked into the apps where you fight others. 
9086,0,oooooh no! my boys are leaving today. missing them already  #brazillovesmcfly
9087,4,@jakemckee Hello! Welcome to Washington State! 
9088,4,"@gdgreely Thank you, sincerely!    I'm sure it'll be a blast!"
9089,0,where is my BFF i haven't talked to her in like forever...boohoo 
9090,0,"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left "
9091,4,Good morning twitteries  how is everyone today?
9092,0,brewrat's illiterate guy died of bacterial meningitis. i was a fan of that radio show then. 
9093,0,I'm sleepy&amp;tired. I hope FMSA don't cut me  I'm excited for F.T with BO! - http://tweet.sg
9094,4,Everybody follow my down homie @teeribbzz!! He's always makin sure his island gal is aaaall good 
9095,4,@felsull aww yay for stopping by @prismera's booth!  did you see laura?
9096,0,One game done already and I'm freezing  Just started the serious shit cricket 
9097,4,oh btw my car is back. my parents overreacted. lol you know them. 
9098,0,wont let me DM i am at my limit for the day   @Spycnsweet I am glad u made it to the gym!  Congrats r u going this weekend?
9099,4,r @sisteredith I went and got an iced chai from starbucks.  now I'm creating a spec for the next phase of dev on it all. fun stuff!
9100,4,@brandybingham ooooo oooo where at! When?? DetAils!!!!!!! 
9101,0,Enjoyed stories w/ Myriam. Now to tumbuktu 
9102,4,@Nina_Ekman well it is actually only popular there.. but I love it so I mention it when the chance presents itself. 
9103,4,"@rejohnson - I really need to get that album, don't I?  Happy week!"
9104,4,whadddaaaaap twittaaa homayz! haha it feels like its been forever since i've been on! enjoy ur day today!... i'll be back in a bit 
9105,4,@MattB88 thanks for the follow! 
9106,4,doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!
9107,0,DID I MISS AN EPIC MILEY POST?   
9108,0,"sigh, with any luck, i can downgrade to 2.2.1 and unlock that...bad tech night "
9109,4,I'm so gona just eat cereal tonight   ...ok insyaAllah. heh.
9110,4,Chantelle can German? 
9111,4,@sbjess Hehe it was FANTABULOUS! 
9112,0,@timothyleblanc i got gas too  lol...Tums helps though
9113,4,today was a pretty fun day. went shopping. went running. had a bbq with friends. watched a movie with friends 
9114,0,excited to write a bot for gtalk/AIM/Jabber. Not getting enough time 
9115,0,@jamieharrop You a fan of Ross Noble? He once picked on me for a WHOLE performance here! I was the 'Awakeners Girl' according to him 
9116,0,"@shivi22 OMG I NO!! but prob is, im at work and i'm skint  i REALLY REALLY WANT TO GO!! but hey ho guess i will have to wait til next year"
9117,4,@mileycyrus hey miley are you super excited for the movie awards tomorrow? wish you tons of luck 
9118,0,lost the game.  totally bummed. im gonna miss my GIRLIES!  oh well. still have all stars. gooooo EAGLES! -ari
9119,4,@justANNNNG you got a twitter! haha 
9120,4,@sabrinawaldork I lap you woman . You dont sicken me  Smile girl . Show me those teeth !
9121,0,Back to work tomorrow 
9122,0,i have to go to school today!!! 
9123,0,@jawnj I have a voice but have a slight headache 
9124,4,School!  It's now 8:22. BYE! 
9125,4,@raaaaaaaa yes it was a brilliant movie  i love it so much! I'm getting it on DVD! Me friend screamed when joe took his shirt off lol
9126,4,i now has plans  im happy 
9127,0,im going to miss nick so much! 4 days!! 
9128,4,has just got this thing! Watching will &amp; grace and waiting for pippa to come round 
9129,4,@BrotherElijah awww precious 
9130,0,@spiralout76 btw my mom confirmed Nick is mad at me and doesnt want to talk to me..sad 
9131,4,Just got the best damn album ever: Daft Punk-Alive!!!!!!!! oh and FIFA 07 
9132,4,@kimcoach thanks 
9133,4,@skovpape I have no idea. Gonna take it to photografica today to ask them to help me 
9134,4,Made $30 tonight from bowling. Hah ha hah! People shouldn't underestimate me   lol
9135,4,@Mysterium38 YAY! Exciting!!!! Sending triple the good thoughts your way! 
9136,0,@AFoxLite I GUESS I DIDNT  HI @SophySophia NICE TO MEET U.. IM SPITS DA DAWN DA KO KID KINGPEN 1/3 OF THE KPC
9137,4,@chriscornell http://twitpic.com/7foqs - great gig.. sorry bout the slanty stage 
9138,0,Gymnastics is overrr 
9139,0,"In office, doing irritating work for the worst client i've ever had. You cant choose your project if ur an employee.  "
9140,4,@CuntFaceBeth I'll sing it with you! 
9141,0,my 50mm broke 
9142,0,"Headache.  again. On my mind, yet i cant find feeling."
9143,4,Happy Mother's Day @jlara5 
9144,0,@RastaGirl86 You know what I was thinking about trying that honestly...the damn steak....it calls to me 
9145,4,@adventuregirl A tip is Sweden if u would like a suggestion on a travel place.  Itï¿½s so beautyful here. 
9146,0,@RadicalRuby182 quidditch where? When was the last time i saw youuu? it has been so long! im coming home this sept but only for a week  
9147,4,mothers dayyy! 
9148,4,@JessicaKSzohr Hey  I hope You're doing OKAY. Talk later. &lt;3. A.
9149,4,@Jchawes Have fun!!     Glad you are back to work!
9150,4,I need a Job. I'll start with looking for cash on the sidewalk 
9151,4,@DJCLA Hey girl! How you been? 
9152,4,"wait, now you can just click it  http://bit.ly/VxAWZ"
9153,4,@uberdragon That is pretty fun. I did two and now must get back to things 
9154,0,GRRR my dads been home from work for like 3 seconds and already hes lecruring me  :@ still struglin with math
9155,4,I'm clean 
9156,4,@WeaponUnleashed today im actually good! So ill be making something new sooon    http://tinyurl.com/d3u8w6
9157,4,Move finally complete.  We all love the new office and want to welcome Danny to the team.  Hi Danny 
9158,4,Got a Tivo HD to replace my bricked Series 2.  The bright spots from this whole ordeal were Discovery HD and Cavs Game 5 in HD. 
9159,0,Why won't it stop raining? 
9160,0,8 planes in 4 weeks = ears blocked to buggery. The drops do jack. Asked about a water syringe but couldn't hear pharmacist's answer.. 
9161,4,I love Andy Rooney....he says it like it is...and I've learned a thing or two from Mr. Rooney 
9162,0,Beeb not showing in car footage on iplayer.  RB stuck behind a Kers car. #F1
9163,0,I cant listen to music!!!! my IPT has no battery left  hate it when it happens
9164,0,@DonnieWahlberg  I wish I had the opportunity for a real hug and not a twug! 
9165,4,@nick_carter http://twitpic.com/3knrc - ...TAKE CARE BABY!!  ...HERE IN PERU WE MISS YOU SO MUCH!
9166,0,heading home from the country ..in the rain.. if only @luke2184 was there..  miss you too!
9167,4,Now i want a burger from Five Guys bcuz President Obama had a burger from Five Guys and he predicts @lakers in 6 over orlando 
9168,4,Bad guys can hack your phone with sms. Nice idea  http://tinyurl.com/cwundf
9169,0,@cryssie I did...man what a dissappointment! I really wanna see Labron go up against Kobe 
9170,4,@clarketony im waiting too 
9171,4,Finally Ubuntu 9.04 arrived as a disc 
9172,4,Who knew bananas aren't fruit? There a type of herb ? Wow I actually didn't no that  I learn something every day on this phone 
9173,4,Time for bed. Nite all. 
9174,0,@ladybehave tres exciting. Albeit it the prosepect of more window prep in the morrow is not over exciting me in the slightest. 
9175,4,@LifeQuips Is that the new method of desalination??? 
9176,0,"i written another song and now, i am terribly bored !!! "
9177,0,@hanashiki: Em cÅ©ng muá»n nháº­n quÃ   Em cÅ©ng lÃ  thiáº¿u nhi mÃ  
9178,0,@Socallove tell me whats happening!!! I feel left out 
9179,0,... looks like it's gonna rain 
9180,4,Welcome new followers...dont be surprised if you get a tweet in a foreign language. I tweet in several languages. 
9181,0,@caityfosho 
9182,4,But i'm still happy 
9183,4,@ServerMonkey That's exactly what I said 
9184,4,@DeanLeysen hello dean  i can has follow you? yes! i can has!!         
9185,0,"wish my real friends with me now !!  ,, miss u guyZ"
9186,0,"@playmymusic96 oow poor you guys, it is horrible not seeing your bff in days "
9187,4,@CYNTHIAMUNOZ lol your fun 
9188,0,Heading back today!  this weekend has taught me that i need my black and spanish friends back badly 
9189,0,OOC: I hate it when sunburns itch!!! i'm all blistered up and itchy 
9190,0,@alaric morning - me over slept this morning 
9191,0,Poor Sam  he fractured his wrist 
9192,0,Klara is about to leave  gonna be so weird! Gonna be a tear jerker.
9193,0,"Getting ready Steven and Andrea's Engagement party tonight at North Lakes, smart/casual - not pirate "
9194,4,Going back to posting directly to Facebook....just here to follow others 
9195,0,Ugh. I'm so far west 
9196,0,@SamiraSaphir welcome to the future 
9197,4,@MurphyNeil thanks !! appreciate it 
9198,0,ugh chris is being mean to me tonight  
9199,0,"@sfannah believe what you want, i know you're good ;) i just wish you wouldn't put yourself down! "
9200,4,@danielaspenser thanks 
9201,4,'seatbelt inconvenience' - please create a definition of your choosing. 
9202,4,@Praxilla Americans find disgusting 
9203,0,srsly i hate sleeping the day away 
9204,0,I am trying to figure out why I can't use my phone to update 
9205,0,I really wish that I won sox tickets tonight 
9206,4,I am peaceful at this very moment 
